algo_fullstrong,algo_pscost,feature_constraint_degree_max,feature_constraint_degree_mean,feature_constraint_degree_min,feature_constraint_degree_stdev,feature_continuous_variables,feature_feasible_round_downs,feature_feasible_round_ups,feature_integer_variables,feature_lattice_flatness,feature_lhs_coefficient_max,feature_lhs_coefficient_mean,feature_lhs_coefficient_min,feature_lhs_coefficient_stdev,feature_nonzeros,feature_objective_max,feature_objective_mean,feature_objective_min,feature_objective_stdev,feature_prob_feasible_rounding,feature_relaxation_integer_violations,feature_relaxation_total_fractionality,feature_rhs_max,feature_rhs_mean,feature_rhs_min,feature_rhs_stdev,feature_svd_condition,feature_svd_largest,feature_svd_smallest,feature_variable_degree_max,feature_variable_degree_mean,feature_variable_degree_min,feature_variable_degree_stdev,feature_vc_adjacency_eigenvalue_stdev,feature_vc_algebraic_connectivity,feature_vc_energy,feature_vc_girth,feature_vc_revised_szeged_index,feature_vc_szeged_index,source,instances
1,1,9.0,5.0,2.0,2.21108,0.0,0.0,0.0,10.0,1.0,0.490444,-0.97284,-2.60809,0.599663,50.0,76.3458,52.0073,37.506,11.2182,1.0,0.0,0.0,98.2637,92.1782,84.5145,4.01667,218.011,5.88555,0.0269965,9.0,5.0,2.0,2.49444,1.61107,1.27584,1.59192,4.0,3229.0,3229.0,Random,inst_1298
2,6,9.0,7.5,4.0,2.06828,0.0,0.0,2.0,10.0,1.0,0.160471,-1.25679,-2.70837,0.596409,75.0,91.8338,79.4813,73.0439,4.98005,0.243,2.0,0.408,39.5246,11.247,-28.1565,22.7526,86.907,10.2817,0.118307,9.0,7.5,4.0,1.95789,2.36782,3.13625,1.47436,4.0,5595.0,5595.0,Random,inst_1244
1,1,8.0,6.0,1.0,2.26078,3.0,0.0,0.0,7.0,0.241341,0.655616,0.313103,-0.0274158,0.129484,60.0,37.4828,19.2511,9.5161,8.90611,1.0,0.0,0.0,76.6968,50.6727,23.2145,16.1516,45.6995,2.20547,0.0482602,10.0,6.0,1.0,3.29983,2.04336,0.867977,1.42599,4.0,4074.0,4074.0,Random,inst_1218
1,1,9.0,8.1,7.0,0.737865,1.0,0.0,0.0,9.0,0.291969,1.12154,0.409693,-0.42456,0.28019,81.0,64.9884,46.6372,30.2562,10.1056,1.0,0.0,0.0,100.507,56.0793,31.5426,20.4046,32.4439,3.82508,0.117898,10.0,8.1,1.0,3.10734,2.604,0.886105,1.28772,4.0,6130.0,6130.0,Random,inst_1482
409,870,9.0,6.4,1.0,3.13404,0.0,3.0,0.0,10.0,0.44362,0.895488,0.695791,0.389726,0.107452,64.0,-30.2547,-31.6394,-32.5123,0.867636,0.114,3.0,0.386226,101.821,86.1722,50.4539,15.0676,87.903,5.2295,0.0594918,9.0,6.4,2.0,2.41293,2.16966,0.848359,1.38851,4.0,4625.0,4625.0,Random,inst_1155
65,65,8.0,5.6,3.0,2.06559,0.0,0.0,4.0,10.0,1.0,-0.247018,-0.651342,-0.992148,0.163846,56.0,23.2682,20.4294,16.3569,2.61964,0.067,4.0,1.44152,-4.05865,-16.0456,-26.521,7.47737,94.2725,4.40802,0.0467583,9.0,5.6,1.0,3.30656,2.00532,0.588619,1.33408,4.0,3929.0,3929.0,Random,inst_1201
1,1,10.0,7.6,3.0,2.63312,3.0,0.0,0.0,7.0,1.0,-0.817296,-1.99931,-3.2784,0.556823,76.0,44.0198,32.7436,23.3004,7.09577,1.0,0.0,0.0,137.528,94.0388,58.8393,29.4388,37.543,16.1121,0.429165,9.0,7.6,5.0,1.3499,2.32047,2.62856,1.57627,4.0,5718.0,5718.0,Random,inst_1387
1,1,8.0,3.1,1.0,2.33095,2.0,0.0,0.0,8.0,1.0,-0.565627,-0.802601,-1.18048,0.159848,31.0,40.2896,38.4783,36.8617,0.995968,1.0,0.0,0.0,48.6352,41.6921,32.9637,4.55456,18.3026,3.59616,0.196483,6.0,3.1,1.0,1.85293,1.13906,0.0,1.36653,4.0,2135.0,1045.0,Random,inst_1295
1,1,10.0,8.1,6.0,1.44914,2.0,0.0,0.0,8.0,1.0,1.34484,-0.368921,-2.39491,0.820982,81.0,57.9532,52.9487,45.5922,4.42009,1.0,0.0,0.0,36.6397,32.5279,22.0922,5.26988,21.7285,4.71588,0.217037,10.0,8.1,4.0,2.02485,2.45216,3.40196,1.54517,4.0,6179.0,6179.0,Random,inst_1463
11,37,10.0,7.4,1.0,2.98887,2.0,2.0,0.0,8.0,0.318247,3.9014,1.09419,-1.21956,0.917842,74.0,-48.1698,-53.4836,-59.9378,4.30358,0.114,3.0,0.549374,65.0857,62.7498,60.9136,1.44788,28.6407,9.38996,0.327853,9.0,7.4,4.0,1.50555,2.38576,0.842664,1.41165,4.0,5563.0,5563.0,Random,inst_1407
7,17,5.0,1.6,1.0,1.3499,3.0,4.0,0.0,7.0,0.1708,1.70485,1.13784,0.742557,0.271675,16.0,-77.4147,-86.273,-93.2048,5.8964,0.058,4.0,1.25218,70.4814,46.6026,18.9241,19.7161,9.696,2.98316,0.307669,3.0,1.6,1.0,0.699206,0.689026,0.0,1.07191,4.0,1235.0,62.0,Random,inst_1319
16,14,9.0,5.5,1.0,3.13581,0.0,0.0,3.0,10.0,1.0,0.514882,-1.07583,-3.04596,0.792849,55.0,28.2304,18.3624,10.1776,5.69863,0.245,3.0,0.851075,12.0414,-0.219709,-8.2198,6.63249,334.618,7.69395,0.0229932,8.0,5.5,1.0,2.06828,1.81687,0.824156,1.53754,4.0,3744.0,3744.0,Random,inst_1231
5,11,10.0,8.1,1.0,2.64365,3.0,0.0,3.0,7.0,1.0,-0.38233,-1.2755,-1.88197,0.327314,81.0,94.9152,90.5282,83.8785,3.51065,0.232,3.0,0.406619,-82.3648,-95.1755,-110.65,9.52821,209.101,11.0721,0.0529509,10.0,8.1,3.0,2.079,2.58828,0.943245,1.31748,4.0,6205.0,6205.0,Random,inst_1445
1,1,6.0,4.3,1.0,2.00278,3.0,0.0,3.0,7.0,1.0,-0.752156,-1.0253,-1.4349,0.174433,43.0,49.9129,35.6822,29.6301,5.87374,0.112,3.0,0.944972,-51.6398,-88.3655,-104.4,16.8152,28.8766,5.96596,0.206602,9.0,4.3,1.0,3.4335,1.60085,0.584732,1.3658,4.0,2609.0,2609.0,Random,inst_1221
5,19,9.0,6.6,2.0,2.79682,3.0,3.0,0.0,7.0,0.525506,1.79878,0.455528,-0.814752,0.546552,66.0,-48.647,-54.8234,-60.3038,2.86171,0.114,3.0,0.704531,81.4756,79.8974,77.7873,1.21003,26.9374,3.61932,0.13436,8.0,6.6,3.0,1.83787,2.11212,1.72204,1.53688,4.0,4699.0,4699.0,Random,inst_1207
1,1,10.0,5.8,1.0,3.67575,1.0,0.0,0.0,9.0,1.0,1.39108,-0.797,-2.91965,0.90776,58.0,113.045,94.9157,80.9224,10.5763,1.0,0.0,0.0,34.1584,27.1699,18.24,5.08053,53.1754,6.66344,0.125311,8.0,5.8,3.0,1.68655,1.96772,0.775128,1.4566,4.0,3907.0,3907.0,Random,inst_1327
1,1,6.0,2.0,1.0,2.10819,1.0,0.0,0.0,9.0,1.49563e-308,1.7032,0.561413,-0.882873,0.713326,20.0,51.1747,35.3146,25.3817,7.58927,1.0,0.0,0.0,109.214,71.2242,4.25064,29.6664,8.09073,2.39469,0.29598,3.0,2.0,1.0,0.666667,1.01059,0.0,1.01478,4.0,1499.0,104.0,Random,inst_1283
1,1,9.0,5.2,1.0,2.97396,1.0,0.0,0.0,9.0,3.72658e-307,0.790212,-0.529314,-2.21215,0.608071,52.0,45.7059,40.8344,34.8973,3.36662,1.0,0.0,0.0,80.0953,62.4328,35.9651,12.5228,46.203,4.60625,0.0996958,8.0,5.2,1.0,2.29976,1.77032,0.598572,1.49086,4.0,3489.0,3489.0,Random,inst_1227
1,1,6.0,2.3,1.0,2.11082,5.0,0.0,0.0,5.0,1.0089e-307,4.05305,1.61479,-0.311743,0.91074,23.0,50.8273,44.9212,41.0843,3.02362,1.0,0.0,0.0,128.964,82.5392,41.3717,24.645,24.3825,7.60107,0.311743,5.0,2.3,1.0,1.33749,1.12823,0.0,1.04438,4.0,1758.0,260.0,Random,inst_1434
1,1,2.0,1.2,1.0,0.421637,3.0,0.0,0.0,7.0,0.427579,0.95417,0.780132,0.558174,0.120875,12.0,67.3912,64.1465,59.5487,2.35841,1.0,0.0,0.0,15.1921,11.8745,8.57922,2.11465,2.03106,1.42688,0.702531,2.0,1.2,1.0,0.421637,0.423685,0.0,1.01463,0.0,966.5,4.0,Random,inst_1255
1,1,3.0,1.2,1.0,0.632456,2.0,0.0,0.0,8.0,0.0692004,2.632,1.97352,1.12879,0.407188,12.0,48.6859,36.5792,21.3985,8.91977,1.0,0.0,0.0,19.6742,11.6114,1.32616,6.80537,3.69999,4.17653,1.12879,3.0,1.2,1.0,0.632456,0.458831,0.0,1.0,0.0,956.0,4.0,Random,inst_1497
1,1,10.0,9.6,8.0,0.699206,0.0,0.0,0.0,10.0,0.308423,3.25866,0.985455,-1.2217,1.0479,96.0,103.318,96.7725,90.431,3.78532,1.0,0.0,0.0,29.9099,18.4674,5.67687,9.4496,196.155,10.973,0.0559407,10.0,9.6,8.0,0.699206,2.92739,7.0,1.20784,4.0,7692.0,7692.0,Random,inst_1427
1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,0.205627,1.64511,0.95619,0.318596,0.441203,10.0,86.6439,71.5896,62.4403,7.24801,1.0,0.0,0.0,91.3173,86.742,83.6133,2.37192,5.16361,1.64511,0.318596,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,810.0,0.0,Random,inst_1483
2,2,3.0,1.7,1.0,0.948683,2.0,0.0,6.0,8.0,1.0,-0.439571,-1.60291,-2.42681,0.595069,17.0,76.339,70.9951,64.1572,3.9444,0.039,6.0,0.989951,-2.8044,-32.7207,-74.1155,19.2548,3.87151,4.06193,1.04918,7.0,1.7,1.0,1.88856,0.883815,0.0,0.978738,4.0,1140.0,66.0,Random,inst_1173
2,2,9.0,6.2,2.0,2.09762,2.0,0.0,2.0,8.0,1.0,0.43557,-0.569887,-1.67017,0.483228,62.0,28.6325,16.2723,11.0614,5.41262,0.112,3.0,0.567985,10.0865,-14.4599,-47.5955,17.9923,113.548,4.19373,0.0369334,9.0,6.2,1.0,3.04777,1.97908,0.865479,1.57451,4.0,4446.0,4446.0,Random,inst_1287
3,3,10.0,8.4,6.0,1.50555,1.0,0.0,1.0,9.0,1.0,0.388836,-1.31333,-2.66661,0.686627,84.0,87.5884,85.7899,84.6693,1.13011,0.479,1.0,0.138537,-24.0717,-91.8245,-120.167,28.3255,29.4495,12.3584,0.419646,10.0,8.4,2.0,2.319,2.61039,1.88005,1.38801,4.0,6470.0,6470.0,Random,inst_1379
27,31,8.0,2.6,1.0,2.75681,1.0,0.0,2.0,9.0,1.0,0.0841675,-0.616382,-1.38066,0.288115,26.0,94.9254,85.5013,69.883,8.1931,0.112,3.0,0.279476,45.0251,7.79556,-42.4081,24.4142,7.468,2.46589,0.330195,4.0,2.6,1.0,0.966092,1.1456,0.0,1.16328,4.0,1701.75,568.0,Random,inst_1339
5,11,6.0,1.7,1.0,1.63639,2.0,5.0,0.0,8.0,0.0964873,2.65339,1.65099,0.607577,0.565114,17.0,-83.6302,-89.0561,-99.4274,4.80925,0.03,5.0,1.41931,107.932,68.2613,35.0479,25.1073,13.4955,5.41023,0.400893,3.0,1.7,1.0,0.823273,0.80641,0.0,1.0403,4.0,1277.0,77.0,Random,inst_1458
3,3,10.0,9.3,4.0,1.88856,7.0,1.0,0.0,3.0,0.302398,2.26974,1.55706,0.914133,0.247756,93.0,-28.1393,-34.1419,-41.5655,4.3687,0.521,1.0,0.165296,31.585,18.0757,5.66706,7.9788,1029.23,14.7967,0.0143765,10.0,9.3,9.0,0.483046,2.88189,3.7164,1.18743,4.0,7341.0,7341.0,Random,inst_1290
1,1,8.0,3.4,1.0,3.1693,1.0,0.0,0.0,9.0,1.0,-0.937643,-1.389,-1.75409,0.196658,34.0,48.852,44.7278,43.1286,1.64731,1.0,0.0,0.0,103.707,97.3071,91.412,3.70584,37.7645,6.99891,0.185331,5.0,3.4,1.0,1.42984,1.34441,0.0,1.29728,4.0,2142.0,1500.0,Random,inst_1214
1,1,7.0,2.3,1.0,2.21359,2.0,0.0,0.0,8.0,0.253321,1.14954,0.56986,0.184208,0.223044,23.0,108.071,97.117,87.966,6.65088,1.0,0.0,0.0,114.455,95.488,72.2971,12.9647,11.5448,2.1884,0.189557,4.0,2.3,1.0,1.25167,0.970348,0.0,1.18554,4.0,1239.25,558.0,Random,inst_1233
4,4,10.0,8.6,6.0,1.42984,3.0,0.0,1.0,7.0,1.0,-0.640027,-1.15129,-1.71047,0.204416,86.0,62.0666,50.6787,37.094,8.85739,0.479,1.0,0.264834,-15.5946,-35.9132,-45.4833,9.75433,70.9071,10.1501,0.143146,10.0,8.6,6.0,1.50555,2.59592,4.95223,1.48261,4.0,6642.0,6642.0,Random,inst_1182
1,1,10.0,8.9,6.0,1.1005,3.0,0.0,0.0,7.0,0.673006,1.65364,0.980478,0.409056,0.295399,89.0,90.0042,87.492,83.2951,2.17881,1.0,0.0,0.0,101.233,90.5452,80.5684,6.51595,87.3147,9.03957,0.103529,10.0,8.9,3.0,2.13177,2.80066,2.6742,1.20353,4.0,6979.0,6979.0,Random,inst_1349
5,9,9.0,5.1,1.0,3.60401,5.0,2.0,0.0,5.0,0.0361889,1.73638,0.734209,-0.194522,0.459687,51.0,-77.6166,-89.765,-95.2983,5.33334,0.258,2.0,0.48782,103.71,93.3225,79.2763,6.4696,76.7756,5.24628,0.0683327,8.0,5.1,1.0,2.18327,1.91008,0.377113,1.27829,4.0,3455.0,3455.0,Random,inst_1321
1,1,3.0,2.0,1.0,0.942809,3.0,0.0,0.0,7.0,1.26259e-307,0.842204,0.0675361,-0.881916,0.482509,20.0,44.699,39.1227,32.8842,4.87869,1.0,0.0,0.0,45.9468,26.1843,6.70042,13.6718,6.87738,1.45963,0.212236,5.0,2.0,1.0,1.63299,1.01059,0.0,1.01478,4.0,1606.0,104.0,Random,inst_1192
93,97,6.0,4.6,2.0,1.7127,5.0,0.0,4.0,5.0,1.0,-1.16991,-1.48385,-1.63315,0.100685,46.0,46.2047,43.3346,39.8218,2.22577,0.067,4.0,0.955807,-26.7615,-39.2201,-53.5355,9.04635,14.937,8.04118,0.53834,9.0,4.6,1.0,2.22111,1.42637,0.363547,1.63315,4.0,3147.0,3147.0,Random,inst_1170
1,1,7.0,2.1,1.0,2.02485,7.0,0.0,0.0,3.0,0.527256,1.88124,1.21064,0.333176,0.44958,21.0,89.165,76.6908,71.4864,5.01602,1.0,0.0,0.0,120.56,103.904,78.7418,15.0553,8.50931,3.68932,0.433563,4.0,2.1,1.0,0.875595,0.888221,0.0,1.16211,4.0,1308.0,368.0,Random,inst_1487
3,5,10.0,9.0,7.0,1.1547,4.0,2.0,0.0,6.0,0.551254,1.31236,0.781911,0.205151,0.276093,90.0,-26.7042,-30.9985,-34.582,2.74021,0.507,2.0,0.524951,81.3164,56.4241,36.8179,15.7157,94.8977,7.27779,0.0766909,10.0,9.0,6.0,1.1547,2.72349,5.20998,1.39767,4.0,7098.0,7098.0,Random,inst_1365
1,1,6.0,3.0,1.0,1.69967,1.0,0.0,0.0,9.0,1.0,-0.214788,-0.821543,-1.55,0.32418,30.0,53.656,44.1055,36.83,5.13384,1.0,0.0,0.0,75.2581,37.5009,9.73292,19.4046,78.4388,3.30413,0.0421237,5.0,3.0,1.0,1.33333,1.1077,0.264,1.35438,4.0,1697.0,1697.0,Random,inst_1433
1,1,7.0,4.2,1.0,2.34758,1.0,0.0,0.0,9.0,0.0903425,2.50494,1.08441,-0.805556,0.68771,42.0,41.821,28.4813,18.8434,7.25089,1.0,0.0,0.0,108.741,87.2602,70.9005,12.4147,82.1473,5.51841,0.067177,8.0,4.2,1.0,2.20101,1.48342,0.368736,1.45241,4.0,2655.0,2655.0,Random,inst_1237
1,1,9.0,6.7,2.0,2.40601,1.0,0.0,0.0,9.0,0.507426,1.51852,0.604749,-0.294893,0.453856,67.0,50.3946,39.7266,24.3149,8.47032,1.0,0.0,0.0,100.568,77.7696,61.6375,14.9695,33.4485,4.74971,0.142001,10.0,6.7,1.0,2.79086,2.16725,0.849418,1.49596,4.0,4744.0,4744.0,Random,inst_1507
3,13,10.0,8.8,5.0,1.39841,4.0,0.0,1.0,6.0,1.0,1.94438,-0.504203,-2.13744,0.814878,88.0,104.399,95.9535,82.7192,6.90679,0.067,4.0,0.922351,-40.3324,-71.0969,-111.556,20.815,38.3672,5.40921,0.140985,10.0,8.8,3.0,2.09762,2.7457,2.78421,1.27987,4.0,6840.0,6840.0,Random,inst_1428
1,1,10.0,9.8,9.0,0.421637,1.0,0.0,0.0,9.0,1.0,0.199962,-1.58616,-3.27878,0.681512,98.0,58.1914,46.9541,31.7139,8.8192,1.0,0.0,0.0,91.3413,74.1154,50.8007,11.7048,509.381,15.8881,0.031191,10.0,9.8,8.0,0.632456,3.00526,7.31534,1.10454,4.0,7888.0,7888.0,Random,inst_1399
202,201,8.0,4.0,1.0,2.35702,1.0,0.0,2.0,9.0,9.5056e-307,0.588048,-0.638185,-1.59877,0.628285,40.0,77.8386,71.249,62.4584,4.58922,0.243,2.0,0.484628,88.2784,35.5463,-15.3619,31.8672,92.8978,4.28029,0.0460753,7.0,4.0,1.0,2.4037,1.43415,0.0,1.4304,4.0,2988.0,1610.0,Random,inst_1242
1,1,8.0,5.4,1.0,2.67499,6.0,0.0,0.0,4.0,0.36468,3.72306,1.50674,0.0402416,0.698135,54.0,33.5265,28.454,23.9788,3.29123,1.0,0.0,0.0,127.003,87.4304,47.352,22.7443,73.3522,10.4846,0.142935,8.0,5.4,1.0,2.63312,1.88389,0.0,1.42423,4.0,3986.0,3004.0,Random,inst_1404
1,1,9.0,5.0,1.0,3.05505,1.0,0.0,0.0,9.0,1.0,0.510795,-0.970357,-2.39589,0.636867,50.0,75.0763,72.631,71.2433,1.08123,1.0,0.0,0.0,123.495,88.2127,54.9744,20.7252,165.204,6.6295,0.0401292,8.0,5.0,1.0,2.4037,1.71188,0.759245,1.48862,4.0,3226.0,3226.0,Random,inst_1247
5,5,10.0,7.8,4.0,2.61619,5.0,1.0,0.0,5.0,0.669943,1.6586,1.20533,0.612059,0.220209,78.0,-3.15047,-8.70909,-21.5501,6.2454,0.521,1.0,0.443443,51.105,45.0242,33.587,5.32527,299.525,9.9557,0.0332384,10.0,7.8,5.0,1.31656,2.43209,3.2286,1.47671,4.0,5744.0,5744.0,Random,inst_1198
1,1,9.0,7.7,1.0,2.54078,3.0,0.0,0.0,7.0,1.0,0.323273,-1.09814,-2.48676,0.644244,77.0,37.1924,23.3077,6.2875,10.067,1.0,0.0,0.0,48.7207,40.5728,31.4057,5.01974,220.947,9.30667,0.0421217,9.0,7.7,3.0,1.82878,2.44898,0.928574,1.41506,4.0,5960.0,5960.0,Random,inst_1151
3,11,8.0,4.0,1.0,2.70801,3.0,4.0,0.0,7.0,0.137936,0.787866,0.326269,0.00807313,0.168782,40.0,-5.13071,-13.3815,-20.8832,4.68844,0.058,4.0,1.07574,55.4342,41.369,27.0754,10.48,252.425,1.85715,0.00735723,7.0,4.0,2.0,1.41421,1.39253,0.510624,1.46895,4.0,2542.0,2542.0,Random,inst_1328
1,1,7.0,4.6,1.0,2.01108,6.0,0.0,0.0,4.0,0.0609224,1.83521,0.643109,-1.18101,0.715298,46.0,37.812,34.1882,29.541,2.36655,1.0,0.0,0.0,85.6193,55.8031,34.0978,16.2482,76.2125,4.89523,0.0642313,9.0,4.6,1.0,3.47051,1.72113,0.0,1.33635,4.0,3008.0,2162.0,Random,inst_1447
1,1,8.0,5.5,3.0,1.71594,3.0,0.0,0.0,7.0,0.00509363,0.840939,0.102704,-0.636954,0.357417,55.0,40.6858,28.0847,15.4044,8.49323,1.0,0.0,0.0,56.5537,32.1002,5.76005,12.9755,61.0751,1.78253,0.0291859,10.0,5.5,1.0,3.53553,1.84406,0.843367,1.50648,4.0,3564.0,3564.0,Random,inst_1413
53,53,8.0,3.4,1.0,2.98887,5.0,0.0,1.0,5.0,1.0,0.618516,-1.28547,-3.09133,0.851963,34.0,52.3269,41.3721,29.6637,7.71746,0.479,1.0,0.158188,-11.1071,-64.8231,-84.49,20.972,24.678,6.47339,0.262314,6.0,3.4,1.0,1.50555,1.37905,0.0,1.26227,4.0,2267.5,1314.0,Random,inst_1175
1,1,9.0,5.2,1.0,3.32666,3.0,0.0,0.0,7.0,0.673622,2.1214,1.69967,1.15298,0.202045,52.0,12.8221,10.6297,8.82716,1.02529,1.0,0.0,0.0,80.1063,66.9875,55.5895,7.70267,159.607,10.6633,0.0668096,8.0,5.2,3.0,1.54919,1.78685,0.803984,1.47201,4.0,3503.0,3503.0,Random,inst_1375
1,1,9.0,5.7,1.0,3.56059,3.0,0.0,0.0,7.0,1.0,0.228412,-0.0364594,-0.202874,0.10422,57.0,49.7292,35.3229,26.8476,6.29069,1.0,0.0,0.0,38.3391,35.4406,31.2546,2.49173,697.866,0.562797,0.000806454,8.0,5.7,2.0,1.76698,1.94436,0.70998,1.45206,4.0,3917.0,3917.0,Random,inst_1505
3,3,10.0,9.1,4.0,1.85293,7.0,1.0,0.0,3.0,0.237913,4.33838,1.43293,-0.595035,0.851237,91.0,-5.67892,-9.39952,-13.4658,2.32268,0.521,1.0,0.442676,111.031,78.7739,47.9161,24.2554,72.0361,13.7996,0.191565,10.0,9.1,6.0,1.19722,2.83109,3.72127,1.21889,4.0,7089.0,7089.0,Random,inst_1202
1,1,9.0,5.6,1.0,3.27278,6.0,0.0,0.0,4.0,5.78258e-307,1.37631,-0.0799014,-1.39744,0.648691,56.0,37.8655,35.3431,32.1894,1.73918,1.0,0.0,0.0,94.6536,91.8212,88.5869,2.02597,169.74,3.01469,0.0177606,8.0,5.6,2.0,2.27058,1.85359,0.859945,1.5284,4.0,3895.0,3895.0,Random,inst_1372
1,1,9.0,5.6,1.0,2.63312,3.0,0.0,0.0,7.0,1.0,0.202873,-0.70302,-2.05179,0.435753,56.0,68.1089,60.2529,55.6881,4.27349,1.0,0.0,0.0,123.11,84.8128,51.9217,23.0859,328.529,5.02406,0.0152926,8.0,5.6,1.0,2.67499,1.90251,0.722584,1.47018,4.0,3714.0,3714.0,Random,inst_1326
87,87,6.0,2.5,1.0,1.77951,5.0,0.0,1.0,5.0,1.0,-0.64747,-0.93238,-1.24546,0.147476,25.0,32.4941,30.9734,29.4189,1.15308,0.479,1.0,0.251473,29.3227,-8.25534,-49.5657,26.5879,11.6004,3.57364,0.308062,8.0,2.5,1.0,2.17307,1.04872,0.0,1.20631,4.0,1129.0,640.0,Random,inst_1154
286,293,9.0,7.2,3.0,1.75119,0.0,3.0,0.0,10.0,0.368802,3.39557,0.92793,-0.879879,0.887083,72.0,-87.1239,-97.0058,-115.093,8.59771,0.124,5.0,0.733447,57.0007,47.2269,32.0293,7.86645,39.2793,7.9464,0.202305,10.0,7.2,1.0,2.85968,2.27646,0.908499,1.50893,4.0,5304.0,5304.0,Random,inst_1240
1,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,9.0,7.92484e-307,0.715615,0.0837542,-0.706912,0.499576,10.0,35.6011,23.8008,11.8102,8.24131,1.0,0.0,0.0,139.087,90.1539,41.3159,35.2939,9.3975,0.715615,0.0761495,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,810.0,0.0,Random,inst_1232
13,21,9.0,5.6,1.0,3.33999,4.0,0.0,3.0,6.0,1.0,-0.675654,-1.32641,-2.31728,0.321381,56.0,44.13,32.6418,26.472,6.17223,0.112,3.0,0.94693,-48.2876,-70.4272,-84.7656,13.371,160.608,9.06859,0.0564643,8.0,5.6,3.0,1.77639,1.92872,0.568378,1.43737,4.0,3787.0,3787.0,Random,inst_1446
1,1,4.0,3.3,1.0,1.25167,4.0,0.0,0.0,6.0,9.99032e-307,0.135961,-1.16839,-2.35195,0.692366,33.0,37.8624,32.5433,16.8954,6.19052,1.0,0.0,0.0,24.418,13.1335,-11.6154,9.66913,45.2546,6.15287,0.135961,8.0,3.3,1.0,3.093,1.39555,0.0,1.20408,4.0,2027.0,1402.0,Random,inst_1437
11,13,10.0,9.1,7.0,0.994429,1.0,3.0,0.0,9.0,0.515345,2.72969,1.26922,-0.456637,0.598612,91.0,-52.7968,-57.7493,-61.5123,2.84739,0.114,3.0,0.888265,133.851,94.2775,59.9948,26.0719,62.1114,12.1747,0.196014,10.0,9.1,6.0,1.28668,2.77838,5.25176,1.32912,4.0,7179.0,7179.0,Random,inst_1381
5,9,8.0,4.2,1.0,3.4254,5.0,3.0,0.0,5.0,0.152372,1.43212,0.454894,-0.179227,0.414642,42.0,-1.9225,-8.89437,-17.1679,4.52613,0.114,3.0,1.16524,96.254,62.8875,36.0966,18.5258,51.7765,2.77496,0.0535949,6.0,4.2,1.0,1.68655,1.57504,0.0,1.35768,4.0,2860.0,2082.0,Random,inst_1488
1,1,1.0,1.0,1.0,0.0,6.0,4.0,0.0,4.0,0.217469,2.21556,1.38927,0.543005,0.564511,10.0,-75.1666,-81.1418,-88.8314,4.15533,0.058,4.0,1.32251,96.1379,89.5661,79.2328,6.09211,4.08018,2.21556,0.543005,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,810.0,0.0,Random,inst_1440
7,17,9.0,4.7,1.0,3.94546,2.0,4.0,0.0,8.0,0.155423,1.48486,0.934903,0.318358,0.199551,47.0,-49.1436,-54.377,-58.3778,3.38354,0.058,4.0,1.33621,64.15,45.4973,33.4215,9.78685,57.0526,6.00403,0.105237,7.0,4.7,1.0,1.82878,1.80787,0.709815,1.26294,4.0,2828.0,2828.0,Random,inst_1238
3,3,7.0,2.6,1.0,2.01108,7.0,0.0,1.0,3.0,1.0,-0.8299,-1.76984,-2.45812,0.412683,26.0,97.5772,91.2118,86.4438,3.76893,0.479,1.0,0.103894,-22.1083,-78.0327,-142.798,37.0339,6.7638,7.33571,1.08455,7.0,2.6,1.0,1.95505,1.05569,0.0,1.24147,4.0,1636.0,706.0,Random,inst_1337
4,7,7.0,1.6,1.0,1.89737,0.0,2.0,0.0,10.0,0.121611,0.749842,0.401059,0.102801,0.196984,16.0,18.8786,4.90587,-8.19607,8.01366,0.258,2.0,0.36204,123.694,105.187,93.8322,9.54701,7.3493,1.25634,0.170947,3.0,1.6,1.0,0.699206,0.843806,0.0,0.961037,0.0,1114.0,24.0,Random,inst_1450
1,1,9.0,7.3,1.0,2.54078,4.0,0.0,0.0,6.0,1.0,-0.356881,-1.38357,-2.3775,0.402409,73.0,46.8185,28.2854,17.2166,8.14029,1.0,0.0,0.0,-6.12667,-28.2691,-59.266,16.859,58.8777,11.3439,0.192668,9.0,7.3,1.0,2.49666,2.40864,0.869328,1.33737,4.0,5484.0,5484.0,Random,inst_1442
1,1,3.0,1.2,1.0,0.632456,0.0,0.0,0.0,10.0,1.97043e-307,1.27003,0.318625,-0.273013,0.484496,12.0,95.3694,86.0135,71.4901,8.80712,1.0,0.0,0.0,65.0837,34.5014,2.86245,20.6018,54.5292,1.27003,0.0232909,3.0,1.2,1.0,0.632456,0.458831,0.0,1.0,0.0,956.0,4.0,Random,inst_1395
1,1,5.0,3.3,1.0,1.41814,1.0,0.0,0.0,9.0,0.135159,1.51905,0.322283,-1.2497,0.62215,33.0,14.1765,8.44492,3.37165,4.05043,1.0,0.0,0.0,41.3831,34.198,25.3728,5.27679,32.6606,2.72805,0.0835273,8.0,3.3,1.0,3.16403,1.35567,0.0,1.24661,4.0,2108.75,1180.0,Random,inst_1274
