algo_fullstrong,algo_pscost,feature_constraint_degree_max,feature_constraint_degree_mean,feature_constraint_degree_min,feature_constraint_degree_stdev,feature_continuous_variables,feature_feasible_round_downs,feature_feasible_round_ups,feature_integer_variables,feature_lattice_flatness,feature_lhs_coefficient_max,feature_lhs_coefficient_mean,feature_lhs_coefficient_min,feature_lhs_coefficient_stdev,feature_nonzeros,feature_objective_max,feature_objective_mean,feature_objective_min,feature_objective_stdev,feature_prob_feasible_rounding,feature_relaxation_integer_violations,feature_relaxation_total_fractionality,feature_rhs_max,feature_rhs_mean,feature_rhs_min,feature_rhs_stdev,feature_svd_condition,feature_svd_largest,feature_svd_smallest,feature_variable_degree_max,feature_variable_degree_mean,feature_variable_degree_min,feature_variable_degree_stdev,feature_vc_adjacency_eigenvalue_stdev,feature_vc_algebraic_connectivity,feature_vc_energy,feature_vc_girth,feature_vc_revised_szeged_index,feature_vc_szeged_index,source,instances
5,11,10.0,9.5,7.0,0.971825,4.0,4.0,2.0,6.0,0.722032,1.68263,1.00019,0.530011,0.193175,95.0,-13.1183,-17.0216,-21.1522,2.75096,0.865,4.0,0.1883,14.7691,11.9835,8.63186,1.65862,649.242,9.60292,0.014791,10.0,9.5,8.0,0.707107,2.90474,6.30812,1.21834,4.0,7579.0,7579.0,Diversified,inst_0932
101,89,10.0,9.0,7.0,1.1547,1.0,2.0,1.0,9.0,0.72008,2.49864,1.83788,1.21661,0.266613,90.0,-8.23376,-12.5999,-16.5444,2.74811,0.508,2.0,0.21947,35.4626,23.3913,17.1081,5.06195,813.933,16.7921,0.0206308,10.0,9.0,7.0,1.24722,2.72717,5.48052,1.39083,4.0,7056.0,7056.0,Diversified,inst_0169
7,7,10.0,5.8,1.0,3.99444,2.0,2.0,1.0,8.0,2.46138e-13,2.2725,1.918,1.49783,0.173029,58.0,0.905749,-5.08676,-10.9048,5.53242,0.757,2.0,0.447283,8.9411,4.45166,0.0,2.75749,238.735,13.689,0.0573395,8.0,5.8,2.0,1.61933,2.10427,0.388319,1.26232,4.0,3992.0,3992.0,Diversified,inst_0087
7,9,9.0,7.6,5.0,1.7127,2.0,0.0,2.0,8.0,1.0,-0.850245,-1.82719,-2.6399,0.398432,76.0,12.2463,8.96368,3.11946,2.76948,0.243,2.0,0.163328,0.81326,-4.45088,-7.2429,2.85218,110.289,14.9738,0.135769,10.0,7.6,1.0,2.71621,2.37127,0.928374,1.50274,4.0,5663.0,5663.0,Diversified,inst_0123
5,11,8.0,6.1,2.0,2.079,4.0,0.0,1.0,6.0,1.0,0.754665,-0.520883,-2.51229,0.709797,61.0,12.7955,5.18403,-0.85949,4.38977,0.0,4.0,1.38311,2.40466,-2.96949,-11.2485,4.14532,143.971,4.71016,0.032716,10.0,6.1,1.0,3.14289,2.00626,0.897541,1.50871,4.0,4226.0,4226.0,Diversified,inst_0920
1,1,8.0,5.7,1.0,2.86938,3.0,0.0,0.0,7.0,1.0,-0.424399,-1.54356,-3.08555,0.701434,57.0,3.9918,1.09275,0.02684,1.11349,1.0,0.0,0.0,9.03701,2.99413,0.177228,3.09891,164.963,11.8266,0.0716927,9.0,5.7,1.0,3.30151,2.05843,0.859945,1.29411,4.0,4051.0,4051.0,Diversified,inst_0979
1,1,8.0,4.2,1.0,2.4404,1.0,0.0,3.0,9.0,1.0,-0.178076,-1.44645,-2.85335,0.616522,42.0,17.6556,8.36424,0.524555,6.6018,0.112,3.0,2.78062e-08,1.43685,-19.3161,-58.255,24.1479,110.99,7.66262,0.0690389,8.0,4.2,1.0,1.93218,1.44891,0.804428,1.48513,4.0,2747.0,2747.0,Diversified,inst_0296
66,112,10.0,8.2,1.0,2.57337,0.0,3.0,1.0,10.0,0.0389371,1.44196,0.564932,-0.543262,0.417959,82.0,0.0478155,-1.40689,-2.34656,0.811385,0.373,4.0,0.623519,8.71933,3.92022,0.721661,2.41001,65.0874,5.33657,0.0819908,9.0,8.2,3.0,1.93218,2.68592,0.608824,1.1604,4.0,6373.0,6373.0,Diversified,inst_0659
266,551,9.0,4.9,1.0,2.92309,0.0,0.0,2.0,10.0,1.0,1.24158,-0.452394,-2.38951,0.808748,49.0,17.2751,3.15969,-2.3785,5.36315,0.0,6.0,1.14225,2.82519,-2.01527,-10.3772,3.81524,2765.89,4.68513,0.0016939,8.0,4.9,2.0,2.079,1.71854,0.533937,1.44716,4.0,3265.0,3265.0,Diversified,inst_0566
582,333,9.0,4.0,1.0,2.90593,0.0,6.0,0.0,10.0,0.127228,2.14377,1.81531,1.48519,0.132847,40.0,-1.43204,-24.764,-59.0772,19.8941,0.027,6.0,1.66333,16.4311,6.51738,2.12802,4.59147,19165.7,9.37934,0.000489381,6.0,4.0,2.0,1.33333,1.4424,0.52804,1.4225,4.0,2528.0,2528.0,Diversified,inst_0281
3,3,9.0,5.0,1.0,3.49603,4.0,0.0,0.0,6.0,4.35778e-309,2.11629,0.0895734,-1.63857,0.828907,50.0,6.7921,1.85627,-3.43659,2.89262,0.0,1.0,0.0352987,2.85896,1.31352,0.108269,0.830809,16.1107,3.58564,0.222563,8.0,5.0,1.0,2.16025,1.83527,0.0,1.34171,4.0,3558.0,2644.0,Diversified,inst_0734
278,273,9.0,7.4,3.0,2.27058,1.0,0.0,3.0,9.0,1.0,0.547921,-1.20356,-3.38235,0.652937,74.0,15.1865,8.97047,3.85391,3.62611,0.239,3.0,0.47119,2.0441,-9.84288,-17.3338,5.56111,77.8127,9.6656,0.124216,10.0,7.4,5.0,1.7127,2.31064,2.48561,1.52574,4.0,5508.0,5508.0,Diversified,inst_0833
1,1,8.0,5.7,2.0,1.82878,1.0,0.0,0.0,9.0,1.0,0.0958803,-1.08966,-2.57402,0.677234,57.0,19.0,2.64217,0.0608858,5.78427,1.0,0.0,0.0,1.88239,1.15663,0.636492,0.503372,48.4487,8.02276,0.165593,9.0,5.7,1.0,3.71334,1.99636,0.813777,1.3834,4.0,3849.0,3849.0,Diversified,inst_0411
11,23,10.0,7.5,2.0,3.10018,3.0,6.0,0.0,7.0,0.102046,0.997844,0.730726,0.490231,0.112747,75.0,-0.2564,-4.60304,-6.93759,2.19439,0.263,6.0,1.14058,6.28957,4.42653,0.529539,1.55444,125.532,5.93043,0.0472424,9.0,7.5,4.0,1.50923,2.37998,1.8026,1.45565,4.0,5396.0,5396.0,Diversified,inst_0309
3,7,6.0,2.8,1.0,1.75119,2.0,2.0,0.0,8.0,8.34562e-14,0.610598,0.192533,-0.066934,0.152515,28.0,5.32581,1.16765,-0.114949,1.92897,0.258,2.0,0.34245,2.50743,0.807839,-0.0260769,0.879273,21.1067,1.00445,0.0475893,7.0,2.8,1.0,2.25093,1.12971,0.0,1.25999,4.0,1921.0,927.0,Diversified,inst_0893
7,7,9.0,5.0,1.0,2.98142,2.0,0.0,1.0,8.0,1.0,1.46232,-0.599188,-2.66853,0.997782,50.0,4.22958,1.99057,-0.386429,1.93654,0.0,2.0,0.000210819,2.08099,-2.85761,-8.26127,3.4666,73.3811,4.87079,0.0663766,8.0,5.0,1.0,2.16025,1.81811,0.0,1.36373,4.0,3544.0,2630.0,Diversified,inst_0647
3,11,9.0,5.0,1.0,3.29983,3.0,2.0,0.0,7.0,0.285038,1.53758,0.753253,-0.123751,0.36899,50.0,3.9868,-1.56381,-5.08395,3.46351,0.114,3.0,1.35625,13.5536,7.05837,3.21243,2.92671,65.6686,4.81976,0.0733953,8.0,5.0,1.0,1.82574,1.77279,0.0,1.41928,4.0,3621.0,2707.0,Diversified,inst_0845
1,1,5.0,2.5,1.0,1.77951,3.0,0.0,0.0,7.0,0.0676376,1.67333,1.30614,0.841548,0.198977,25.0,2.68575,-0.299594,-4.02548,1.7816,1.0,0.0,0.0,3.06375,1.40308,0.209188,0.934742,160.682,5.59519,0.0348216,5.0,2.5,1.0,1.64992,1.14511,0.0,1.11995,4.0,1999.0,294.0,Diversified,inst_0429
79,79,9.0,6.8,3.0,1.75119,1.0,5.0,0.0,9.0,0.101645,3.03961,1.93649,0.76345,0.461326,68.0,-4.56805,-14.5935,-19.1878,4.39671,0.061,5.0,0.429192,30.7807,17.0537,1.89476,8.81659,330.041,14.9342,0.0452494,10.0,6.8,1.0,3.25918,2.21831,0.85021,1.45778,4.0,4984.0,4984.0,Diversified,inst_0581
1,1,3.0,1.4,1.0,0.699206,5.0,2.0,2.0,5.0,2.7564e-320,2.03117,0.715192,-0.920554,0.861011,14.0,3.56447,-1.17046,-5.74735,3.26015,1.0,2.0,3.33067e-16,9.31423,2.41293,0.0,3.00834,180.394,2.69272,0.0149268,3.0,1.4,1.0,0.843274,0.594424,0.0,1.03166,4.0,1126.0,20.0,Diversified,inst_0035
1,1,3.0,1.4,1.0,0.699206,6.0,0.0,0.0,4.0,1.03338e-13,2.48445,1.64056,0.723078,0.601795,14.0,2.0,-1.43364,-4.22154,1.93113,1.0,0.0,0.0,6.99721,3.33302,0.0,2.48178,5.20148,3.76107,0.723078,3.0,1.4,1.0,0.699206,0.638303,0.0,1.00645,4.0,1111.75,22.0,Diversified,inst_0401
1,1,7.0,3.7,1.0,2.75076,2.0,0.0,0.0,8.0,3.54036e-13,1.49304,0.946994,0.427394,0.241703,37.0,4.0,0.663193,-1.56466,1.67679,1.0,0.0,0.0,3.86403,1.57314,0.0,1.36328,58.6495,5.04811,0.0860724,6.0,3.7,1.0,2.11082,1.4878,0.0,1.26378,4.0,2561.0,1279.0,Diversified,inst_0002
1,1,9.0,5.6,2.0,2.50333,4.0,0.0,2.0,6.0,3.58065e-309,2.73414,-0.082378,-2.409,1.4325,56.0,3.25655,-1.89507,-6.53719,3.32286,0.243,2.0,0.46544,6.95667,-1.45541,-10.7616,5.93818,98.6366,8.88767,0.0901053,9.0,5.6,2.0,2.27058,1.87393,1.55985,1.50465,4.0,3857.0,3857.0,Evolved,inst_0986
3,7,8.0,4.7,3.0,1.76698,4.0,0.0,1.0,6.0,2.31318e-309,2.83708,-0.670303,-2.42907,1.37963,47.0,8.02798,0.563397,-2.43943,2.87807,0.479,1.0,0.319355,6.95667,-2.57138,-10.7616,5.65665,164.83,8.30672,0.0503957,9.0,4.7,1.0,2.98329,1.57805,0.812934,1.52784,4.0,3005.0,3005.0,Evolved,inst_0987
3,11,7.0,4.9,3.0,1.37032,4.0,0.0,0.0,6.0,2.31318e-309,2.83708,-0.0953223,-2.2316,1.33571,49.0,3.14574,-0.166319,-4.61358,2.55465,0.0,2.0,0.40641,6.95667,-0.514966,-10.4473,5.72626,400.38,7.47243,0.0186633,9.0,4.9,1.0,2.5144,1.58721,0.686659,1.58326,4.0,3392.0,3392.0,Evolved,inst_0988
3,3,6.0,3.3,1.0,1.88856,4.0,0.0,0.0,6.0,3.69424e-05,2.59738,0.254986,-2.53878,1.2346,33.0,2.57907,0.196012,-2.09009,1.6179,0.0,1.0,0.319355,12.0482,1.90368,-5.72888,4.87275,302398.0,5.39258,1.78327e-05,6.0,3.3,1.0,1.88856,1.25744,0.0,1.34086,4.0,2083.0,1458.0,Evolved,inst_0989
10,71,6.0,3.4,1.0,1.64655,1.0,2.0,1.0,9.0,2.63843e-309,2.73414,0.381561,-1.87979,1.2948,34.0,2.52783,-1.58767,-5.12154,2.35479,0.0,7.0,2.54028,34.1664,2.56114,-28.6547,16.5505,18.5029,6.1829,0.334158,6.0,3.4,1.0,2.01108,1.2583,0.26893,1.3769,4.0,1934.0,1934.0,Evolved,inst_0990
11,173,5.0,3.4,1.0,1.42984,1.0,3.0,1.0,9.0,2.63843e-309,2.83708,0.66061,-1.77599,1.22477,34.0,0.863671,-2.42761,-5.12154,2.27886,0.016,7.0,2.54028,34.1664,4.14884,-28.6547,15.6149,356511.0,6.05063,1.69718e-05,6.0,3.4,1.0,2.01108,1.18949,0.274495,1.43382,4.0,2042.0,2042.0,Evolved,inst_0991
3,15,8.0,4.5,3.0,1.58114,4.0,0.0,2.0,6.0,1.37486e-309,2.73414,-0.261469,-2.05748,1.28419,45.0,7.85539,-6.78422,-24.0894,10.385,0.0,4.0,0.329904,14.081,-1.13114,-14.6274,8.49573,50.823,6.62017,0.130259,9.0,4.5,1.0,3.13581,1.49597,0.675316,1.54077,4.0,2846.0,2846.0,Evolved,inst_0992
15,181,8.0,4.5,1.0,2.3214,1.0,0.0,1.0,9.0,7.63346e-309,2.73414,-0.113194,-2.409,1.37866,45.0,4.76456,0.772001,-2.10365,1.84954,0.0,7.0,2.54028,34.1664,-2.13721,-34.7493,21.5622,53.8219,7.45058,0.13843,9.0,4.5,1.0,2.27303,1.50478,0.783865,1.5326,4.0,2924.0,2924.0,Evolved,inst_0993
11,173,5.0,3.4,1.0,1.42984,1.0,3.0,1.0,9.0,2.63843e-309,2.83708,0.66061,-1.77599,1.22477,34.0,0.863671,-2.42761,-5.12154,2.27886,0.016,7.0,2.54028,34.1664,4.14884,-28.6547,15.6149,356511.0,6.05063,1.69718e-05,6.0,3.4,1.0,2.01108,1.18949,0.274495,1.43382,4.0,2042.0,2042.0,Evolved,inst_0994
15,181,8.0,4.5,1.0,2.3214,1.0,0.0,1.0,9.0,7.63346e-309,2.73414,-0.113194,-2.409,1.37866,45.0,4.76456,0.772001,-2.10365,1.84954,0.0,7.0,2.54028,34.1664,-2.13721,-34.7493,21.5622,53.8219,7.45058,0.13843,9.0,4.5,1.0,2.27303,1.50478,0.783865,1.5326,4.0,2924.0,2924.0,Evolved,inst_0995
10,71,6.0,3.4,1.0,1.64655,1.0,2.0,1.0,9.0,2.63843e-309,2.73414,0.381561,-1.87979,1.2948,34.0,2.52783,-1.58767,-5.12154,2.35479,0.0,7.0,2.54028,34.1664,2.56114,-28.6547,16.5505,18.5029,6.1829,0.334158,6.0,3.4,1.0,2.01108,1.2583,0.26893,1.3769,4.0,1934.0,1934.0,Evolved,inst_0996
27,1131,8.0,4.7,2.0,2.11082,1.0,0.0,4.0,9.0,2.75738e-309,1.23624,-1.30737,-2.53878,0.778138,47.0,6.24898,4.06018,0.626131,1.71597,0.065,6.0,2.15483,3.75063,-17.9951,-36.5411,14.8578,257.583,8.84323,0.0343316,9.0,4.7,1.0,3.26769,1.67537,0.81229,1.426,4.0,2780.0,2780.0,Evolved,inst_0997
204,1132,7.0,3.8,1.0,1.93218,1.0,1.0,1.0,9.0,2.75738e-309,1.3093,-0.00117676,-2.53878,1.21205,38.0,0.358283,-1.74094,-4.98769,1.53292,0.0,7.0,2.54028,13.4391,-0.538806,-28.6547,15.4842,504.022,5.61425,0.0111389,6.0,3.8,1.0,1.98886,1.41678,0.253045,1.3759,4.0,2361.0,2361.0,Evolved,inst_0998
318,1674,7.0,4.0,2.0,1.88562,1.0,0.0,2.0,9.0,2.75738e-309,1.3093,-0.562744,-2.53878,1.21204,40.0,1.59899,-0.433993,-1.67716,1.08867,0.0,7.0,2.54028,12.237,-7.14102,-28.6547,16.0892,138.417,6.53273,0.0471959,7.0,4.0,1.0,2.26078,1.4167,0.495249,1.44683,4.0,2437.0,2437.0,Evolved,inst_0999
317,1668,7.0,4.0,2.0,2.0548,1.0,0.0,2.0,9.0,2.75738e-309,1.3093,-0.484587,-2.53878,1.20573,40.0,1.59899,-0.433993,-1.67716,1.08867,0.0,7.0,2.54028,12.237,-6.69384,-28.6547,16.3268,275815.0,6.52365,2.36523e-05,7.0,4.0,1.0,2.26078,1.43829,0.512369,1.42645,4.0,2413.0,2413.0,Evolved,inst_1000
204,1132,7.0,3.8,1.0,1.93218,1.0,1.0,1.0,9.0,2.75738e-309,1.3093,-0.00117676,-2.53878,1.21205,38.0,0.358283,-1.74094,-4.98769,1.53292,0.0,7.0,2.54028,13.4391,-0.538806,-28.6547,15.4842,504.022,5.61425,0.0111389,6.0,3.8,1.0,1.98886,1.41678,0.253045,1.3759,4.0,2361.0,2361.0,Evolved,inst_1001
27,1131,8.0,4.7,2.0,2.11082,1.0,0.0,4.0,9.0,2.75738e-309,1.23624,-1.30737,-2.53878,0.778138,47.0,6.24898,4.06018,0.626131,1.71597,0.065,6.0,2.15483,3.75063,-17.9951,-36.5411,14.8578,257.583,8.84323,0.0343316,9.0,4.7,1.0,3.26769,1.67537,0.81229,1.426,4.0,2780.0,2780.0,Evolved,inst_1002
317,1668,7.0,4.0,2.0,2.0548,1.0,0.0,2.0,9.0,2.75738e-309,1.3093,-0.484587,-2.53878,1.20573,40.0,1.59899,-0.433993,-1.67716,1.08867,0.0,7.0,2.54028,12.237,-6.69384,-28.6547,16.3268,275815.0,6.52365,2.36523e-05,7.0,4.0,1.0,2.26078,1.43829,0.512369,1.42645,4.0,2413.0,2413.0,Evolved,inst_1003
319,1675,7.0,4.1,2.0,1.96921,1.0,0.0,1.0,9.0,2.75763e-309,1.3093,-0.472765,-2.53878,1.19296,41.0,1.59899,-0.434025,-1.67716,1.08863,0.0,7.0,2.54028,12.237,-6.69384,-28.6547,16.3268,275852.0,6.52365,2.36491e-05,7.0,4.1,1.0,2.13177,1.41442,0.74127,1.48305,4.0,2528.0,2528.0,Evolved,inst_1004
394,2020,8.0,4.8,3.0,2.04396,1.0,0.0,2.0,9.0,2.75738e-309,1.3093,-0.670015,-2.53878,1.12747,48.0,1.59899,-0.433993,-1.67716,1.08867,0.0,7.0,2.54028,12.237,-9.84109,-28.6547,17.2434,1007.71,7.39655,0.00733996,9.0,4.8,1.0,2.48551,1.5914,0.68318,1.54728,4.0,3082.0,3082.0,Evolved,inst_1005
394,2020,8.0,4.8,3.0,2.04396,1.0,0.0,2.0,9.0,2.75738e-309,1.3093,-0.670015,-2.53878,1.12747,48.0,1.59899,-0.433993,-1.67716,1.08867,0.0,7.0,2.54028,12.237,-9.84109,-28.6547,17.2434,1007.71,7.39655,0.00733996,9.0,4.8,1.0,2.48551,1.5914,0.68318,1.54728,4.0,3082.0,3082.0,Evolved,inst_1006
3,25,6.0,3.9,2.0,1.1005,4.0,0.0,1.0,6.0,1.37486e-309,2.83708,0.0281525,-2.01695,1.38117,39.0,1.63965,-8.33161,-22.7692,8.65933,0.0,3.0,0.329904,14.081,1.08646,-14.6274,8.83157,168.408,6.40239,0.0380171,9.0,3.9,1.0,2.68535,1.30597,0.537219,1.50987,4.0,2431.0,2431.0,Evolved,inst_1007
1,1,7.0,3.6,1.0,2.41293,4.0,3.0,3.0,6.0,0.0422912,2.83708,1.33627,0.0498556,0.659085,36.0,0.420855,-3.80871,-10.7866,3.76002,1.0,3.0,1.02157e-10,12.0482,3.41701,1.01545,3.51724,34.7082,6.95196,0.200297,6.0,3.6,1.0,2.06559,1.48646,0.0,1.22512,4.0,2623.25,1102.0,Evolved,inst_1008
1918,3445,8.0,4.9,3.0,1.72884,1.0,0.0,1.0,9.0,2.75738e-309,2.73414,-0.38917,-2.409,1.30481,49.0,1.27886,-0.417852,-2.10365,1.06534,0.0,7.0,2.54028,34.1664,-4.41463,-34.7493,21.771,394.646,7.91566,0.0200576,9.0,4.9,1.0,2.76687,1.56275,0.688874,1.60622,4.0,3245.0,3245.0,Evolved,inst_1009
1651,2967,7.0,4.1,2.0,1.66333,1.0,0.0,1.0,9.0,2.75738e-309,2.73414,-0.229716,-2.409,1.37518,41.0,1.27886,-0.417852,-2.10365,1.06534,0.0,7.0,2.54028,34.1664,-1.71456,-34.7493,20.0735,455.619,7.10073,0.0155848,9.0,4.1,1.0,2.60128,1.36798,0.535136,1.52388,4.0,2558.0,2558.0,Evolved,inst_1010
1918,3445,8.0,4.9,3.0,1.72884,1.0,0.0,1.0,9.0,2.75738e-309,2.73414,-0.38917,-2.409,1.30481,49.0,1.27886,-0.417852,-2.10365,1.06534,0.0,7.0,2.54028,34.1664,-4.41463,-34.7493,21.771,394.646,7.91566,0.0200576,9.0,4.9,1.0,2.76687,1.56275,0.688874,1.60622,4.0,3245.0,3245.0,Evolved,inst_1011
1651,2967,7.0,4.1,2.0,1.66333,1.0,0.0,1.0,9.0,2.75738e-309,2.73414,-0.229716,-2.409,1.37518,41.0,1.27886,-0.417852,-2.10365,1.06534,0.0,7.0,2.54028,34.1664,-1.71456,-34.7493,20.0735,455.619,7.10073,0.0155848,9.0,4.1,1.0,2.60128,1.36798,0.535136,1.52388,4.0,2558.0,2558.0,Evolved,inst_1012
1988,3541,7.0,4.1,2.0,1.79196,1.0,0.0,1.0,9.0,2.75738e-309,2.73414,-0.153465,-2.409,1.35068,41.0,1.27886,-0.417852,-2.10365,1.06534,0.0,7.0,2.54028,34.1664,-1.26738,-34.7493,20.1309,434688.0,7.06942,1.62632e-05,9.0,4.1,1.0,2.60128,1.37681,0.523311,1.5163,4.0,2555.0,2555.0,Evolved,inst_1013
1988,3541,7.0,4.1,2.0,1.79196,1.0,0.0,1.0,9.0,2.75738e-309,2.73414,-0.153465,-2.409,1.35068,41.0,1.27886,-0.417852,-2.10365,1.06534,0.0,7.0,2.54028,34.1664,-1.26738,-34.7493,20.1309,434688.0,7.06942,1.62632e-05,9.0,4.1,1.0,2.60128,1.37681,0.523311,1.5163,4.0,2555.0,2555.0,Evolved,inst_1014
1,1,8.0,4.4,3.0,1.3499,4.0,0.0,0.0,6.0,0.0,2.59738,0.701989,-1.84857,0.972398,44.0,1.46263,-2.16697,-5.57748,1.91998,1.0,0.0,0.0,12.0482,3.82712,-2.12226,5.24776,8711.57,6.45522,0.000740994,9.0,4.4,1.0,3.1693,1.57564,0.705026,1.4288,4.0,2675.0,2675.0,Evolved,inst_1015
1,1,7.0,4.4,1.0,2.1187,4.0,1.0,1.0,6.0,0.0654638,2.59738,1.2458,-0.267036,0.511421,44.0,0.47707,-2.87377,-6.53719,2.95206,1.0,1.0,6.66781e-11,12.0482,4.40516,0.0,4.40846,1083.22,7.19124,0.00663876,9.0,4.4,1.0,2.87518,1.60049,0.292023,1.40232,4.0,2526.0,2526.0,Evolved,inst_1016
1,1,8.0,5.0,2.0,1.88562,4.0,2.0,1.0,6.0,5.14347e-14,2.83708,0.856518,-1.84857,0.940858,50.0,0.420855,-4.06955,-11.9407,3.50854,0.508,2.0,0.230844,9.95104,3.33195,-2.12226,4.1364,1031.68,7.12482,0.00690606,9.0,5.0,1.0,2.94392,1.66221,0.790289,1.54117,4.0,3311.0,3311.0,Evolved,inst_1017
3,5,7.0,4.2,1.0,2.09762,4.0,2.0,1.0,6.0,2.426e-321,2.83708,0.731481,-1.84857,0.974273,42.0,0.420855,-3.66461,-10.1627,3.52417,0.757,2.0,0.319355,9.71289,2.22148,-2.12226,3.05889,5300.84,6.06642,0.00114443,9.0,4.2,1.0,2.78089,1.50939,0.688844,1.42677,4.0,2612.0,2612.0,Evolved,inst_1018
3,9,7.0,4.9,3.0,1.37032,4.0,1.0,1.0,6.0,2.426e-321,2.14356,0.0620741,-1.98834,1.1515,49.0,5.7581,1.97676,-2.61425,2.49205,0.133,3.0,0.240074,9.71289,0.472153,-6.4701,4.44395,225.904,6.66393,0.029499,9.0,4.9,1.0,3.07137,1.58449,0.807418,1.58585,4.0,3287.0,3287.0,Evolved,inst_1019
7,9,7.0,4.2,1.0,1.98886,4.0,0.0,1.0,6.0,0.0,2.83708,0.769278,-1.98834,1.19851,42.0,5.7581,1.04182,-7.52942,3.7539,0.0,2.0,0.319355,12.0482,2.58404,-6.4701,4.76324,46.218,7.06012,0.152757,7.0,4.2,2.0,2.14994,1.53785,0.345276,1.39759,4.0,2772.0,2772.0,Evolved,inst_1020
5,9,6.0,4.2,3.0,1.0328,4.0,0.0,0.0,6.0,4.07429e-05,2.14356,0.24939,-1.98834,1.18845,42.0,5.7581,1.96583,-1.98732,2.70102,0.0,2.0,0.249426,9.71289,1.46795,-6.4701,4.12236,597.427,6.45999,0.010813,9.0,4.2,1.0,3.11983,1.44251,0.583784,1.49105,4.0,2712.0,2712.0,Evolved,inst_1021
3,892,6.0,3.9,1.0,1.96921,1.0,6.0,0.0,9.0,1.0678e-05,2.14356,1.04788,-0.267036,0.521814,39.0,0.311757,-3.80061,-14.3632,4.3559,0.029,7.0,0.90112,23.6914,9.26947,-0.534304,7.886,136.007,6.14285,0.0451657,10.0,3.9,1.0,3.14289,1.51542,0.383937,1.31085,4.0,2224.0,2224.0,Evolved,inst_1022
1,1,8.0,5.5,3.0,1.64992,4.0,2.0,2.0,6.0,5.14347e-14,2.14356,0.546822,-1.84857,1.03061,55.0,0.420855,-3.13461,-7.42373,2.57867,1.0,2.0,6.73483e-11,9.95104,2.42578,-4.56159,4.88256,1221.28,7.14829,0.0058531,9.0,5.5,1.0,2.99073,1.76563,0.873135,1.59325,4.0,3832.0,3832.0,Evolved,inst_1023
5,7,8.0,5.0,2.0,1.63299,4.0,2.0,1.0,6.0,5.14347e-14,2.14356,0.732833,-1.84857,0.894445,50.0,0.661373,-3.00143,-6.37865,2.44242,0.757,2.0,0.138405,9.95104,3.43172,-2.12226,4.15013,446.287,6.85329,0.0153563,9.0,5.0,1.0,3.16228,1.69715,0.76579,1.50456,4.0,3376.0,3376.0,Evolved,inst_1024
11,79,6.0,4.2,3.0,1.31656,1.0,2.0,0.0,9.0,0.0611324,2.83708,0.778976,-1.84857,1.0883,42.0,1.80787,-2.00608,-9.06365,3.64395,0.0,7.0,0.458796,22.5356,5.67492,-18.8401,10.6947,25.0321,5.99324,0.239422,8.0,4.2,1.0,2.65832,1.44286,0.580188,1.49072,4.0,2741.0,2741.0,Evolved,inst_1025
13,2291,7.0,5.4,3.0,1.42984,1.0,1.0,0.0,9.0,0.125809,2.83708,0.566213,-1.84857,0.999673,54.0,1.15066,-2.13222,-9.37475,3.7057,0.0,7.0,0.458796,23.7948,5.23847,-18.8401,13.0083,948.082,6.77389,0.00714483,9.0,5.4,1.0,3.06232,1.75752,0.840201,1.57021,4.0,3752.0,3752.0,Evolved,inst_1026
45,3870,7.0,4.2,2.0,1.54919,1.0,1.0,0.0,9.0,1.25341e-308,2.14356,0.247518,-1.98834,1.17813,42.0,3.84209,0.16916,-6.17552,3.21855,0.0,7.0,0.458796,23.6913,2.05942,-19.2582,13.21,1280.0,6.47894,0.00506169,9.0,4.2,1.0,3.08401,1.47715,0.746497,1.45847,4.0,2621.0,2621.0,Evolved,inst_1027
59,3883,8.0,4.6,3.0,1.42984,1.0,1.0,0.0,9.0,1.25341e-308,1.9027,0.318188,-1.98834,1.16622,46.0,3.43927,-0.06501,-6.41658,3.15794,0.0,7.0,0.458796,23.7948,2.81906,-19.2582,14.4074,981.451,7.124,0.00725864,9.0,4.6,1.0,3.09839,1.59326,0.751457,1.47934,4.0,2970.0,2970.0,Evolved,inst_1028
35,2477,7.0,4.6,2.0,1.7127,1.0,0.0,2.0,9.0,1.25341e-308,2.73414,0.0549238,-1.98834,1.24447,46.0,4.54305,0.659905,-6.44868,3.41881,0.0,7.0,0.458796,22.5356,0.760939,-19.2582,13.6795,469.074,6.6865,0.0142547,8.0,4.6,1.0,2.75681,1.55379,0.799082,1.5187,4.0,3167.0,3167.0,Evolved,inst_1029
35,2477,7.0,4.6,2.0,1.7127,1.0,0.0,2.0,9.0,1.25341e-308,2.73414,0.0549238,-1.98834,1.24447,46.0,4.54305,0.659905,-6.44868,3.41881,0.0,7.0,0.458796,22.5356,0.760939,-19.2582,13.6795,469.074,6.6865,0.0142547,8.0,4.6,1.0,2.75681,1.55379,0.799082,1.5187,4.0,3167.0,3167.0,Evolved,inst_1030
45,3870,7.0,4.2,2.0,1.54919,1.0,1.0,0.0,9.0,1.25341e-308,2.14356,0.247518,-1.98834,1.17813,42.0,3.84209,0.16916,-6.17552,3.21855,0.0,7.0,0.458796,23.6913,2.05942,-19.2582,13.21,1280.0,6.47894,0.00506169,9.0,4.2,1.0,3.08401,1.47715,0.746497,1.45847,4.0,2621.0,2621.0,Evolved,inst_1031
